index,sent,ref_anim,ref_case,distance(clauses),conflict,num,word,tag,features,head,pron_func,pron_case,inf_str,corpus,comments
551,# text = Ty musí ven okamžit?.,,,,,1,Ty,PDFP1----------,Case=Nom|Gender=Fem|Number=Plur|PronType=Dem,2,nsubj,1,,PDT,
552,"# text = Navíc se ale platí provoz vle?ného letounu, ten vyjde tak do šesti tisíc,"" informuje ?editel spole?nosti Pavel Rákosník.",,,,,9,ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,10,nsubj,1,,PDT,
553,# text = Ty zachycují období od rakousko-uherského vyrovnání v roce 1867 až po rok 1989.,i,,,,1,Ty,PDIP1----------,Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,2,nsubj,1,,PDT,
554,# text = Ten mladému Švédovi osobn? zatelefonoval a povolil mu z?stat v Británii dalších šest m?síc? - jako turista.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,5,nsubj,1,,PDT,
555,# text = Ty jsou nezvykle tvrdé a rockové.,,,,,1,Ty,PDFP1----------,Case=Nom|Gender=Fem|Number=Plur|PronType=Dem,4,nsubj,1,,PDT,
556,"# text = ""Hovo?ili jsme s americkými právníky a ti nám ?ekli: co je na té smlouv? neplatného?""",a,,,,8,ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,10,nsubj,1,,PDT,
557,"# text = ""Ten jsme zatím nespo?ítali, ale jen nymburské st?edisko má hodnotu p?es 250 milión?, takže s dalšími st?edisky to bude kolem p?l miliardy.",i,,,,2,Ten,PDIS4----------,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing|PronType=Dem,5,obj,4,,PDT,
558,"# text = Známe však naše n?které fanoušky, ti už v nové derby v??í.",a,,,,7,ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,12,nsubj,1,,PDT,
559,"# text = Ten snad mohl ovlivnit, aby se toto ""p?ání"" na ve?ejnost nedostalo.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
560,"# text = Ten je v sou?asné dob? nezam?stnaný, nebo? po zvýšení úvazku ve školství nemohl vzhledem k trénink?m a závod?m dál pracovat jako vychovatel.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,6,nsubj,1,,PDT,
561,"# text = Ten uvedl, že ?eská vláda výstavbu jaderné elektrárny Temelín nezpochyb?uje, p?i?emž situace, kdy Temelín bude p?estav?n na elektrárnu se špi?kovými parametry, by podle n?j m?la využít Škoda Plze?.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
562,"# text = Ty vládní verze postrádá.""",i,,,,1,Ty,PDIP4----------,Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur|PronType=Dem,4,dep,4,,PDT,
563,# text = Ten t? i po ?ase spustí k zemi.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,6,nsubj,1,,PDT,
564,# text = i ty jsou pochopiteln? o sv?tle.,i,,,,2,ty,PDIP1----------,Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,3,nsubj,1,,PDT,
565,"# text = ""Jdeme do jiné situace, reprezentace musí být založena na prosperit? oddíl?, tu nelze odd?lovat ve jménu n??eho v?tšího.",,,,,15,tu,PDFS4----------,Case=Acc|Gender=Fem|Number=Sing|PronType=Dem,17,obl,4,,PDT,
566,# text = Ti však musejí po?ítat s vysokými pokutami ve výši n?kolika tisíc marek.,a,,,,1,Ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,3,nsubj,1,,PDT,
567,"# text = Ta však m?že existovat pouze v p?ípad?, že v oblasti spole?né m?ny budou srovnatelné ekonomické podmínky.",,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
568,# text = Ta by ji mohla p?ivést k diktatu?e.,,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,4,nsubj,1,,PDT,
569,"# text = Ta však nakonec v konfrontaci s politickým vývojem v Evrop? vedla k p?etlaku, jehož d?sledkem byl kolaps finan?ního systému v n?kolika státech.",,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,11,nsubj,1,,PDT,
570,# text = Ta by ji mohla p?ivést k diktatu?e.,,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,4,nsubj,1,,PDT,
571,"# text = Ten m?l podle mluv?ího p?edsedy VS ješt? v noci na st?edu oficiáln? p?edložit návrh rezoluce, která by zakázala další ú?ast jugoslávských diplomat? na jednání nejvyššího orgánu OSN.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
572,# text = Ta poprvé vystoupila ozbrojeným útokem proti státu v kv?tnu 1980.,,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
573,"# text = Nejistý je start Chýlka, který má problémy s kotníkem, Veselého, ten má natržený stehenní sval, a ?ížek m?l žalude?ní problémy.",,,,,14,ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,15,nsubj,1,,PDT,
574,"# text = Pokud jde o Plze?, tak té máme co vracet za lo?ské vy?azení v semifinále play off.",,,,,7,té,PDFS3----------,Case=Dat|Gender=Fem|Number=Sing|PronType=Dem,10,dep,3,,PDT,
575,"# text = Ten nejd?íve vystupoval jako sv?dek, nebo? tvrdil, že tam v osudné dob? vid?l podez?elé osoby.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
576,"# text = Ten je spolu s Ji?ím Raškou, na jehož po?est po olympijském vít?zství v roce 1968 byl m?stek postaven, autorem patentu na výrobu um?lé hmoty vhodné pro skoky na lyžích.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,21,nsubj,1,,PDT,
577,"# text = Ty, necht?jí-li ztratit d?v?ru ob?an?, by nem?ly opakovat staré chyby.",i,,,,1,Ty,PDIP1----------,Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,11,nsubj,1,,PDT,
578,# text = Ta cht?la v n?kterých z vyvlastn?ných objekt? vybudovat hotely i kulturní a spole?enské centrum p?ístupné Pražan?m a turist?m.,,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
579,"# text = Nenápadný stánek navštívili podle manažera zahrani?ního obchodu Petra ?alkovského b?hem dvou dn? Rakušané, kte?í se zajímali o višn? a obchodníci z Litvy, ti se ptali po konzervách a lihovinách.",a,,,,25,ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,27,nsubj,1,,PDT,
580,# text = Ty nap?íklad stály v letošním roce Spojené státy více než vojenská obrana zem?.,i,,,,1,Ty,PDIP1----------,Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,3,nsubj,1,,PDT,
581,"# text = Ten do titulní role chytré lišky obsadil po hlasové stránce ideální Magdalénu Hajóssyovou, lišáka zpívá rovn?ž skv?le disponovaná Gabriela Be?a?ková-?ápová, revírníka osv?d?ený Richard Novák.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,7,nsubj,1,,PDT,
582,"# text = Ten jsem nedala, protože jsou s nimi problémy, které se týkají práv? p?edkládání podklad? pro správní ?ízení.""",i,,,,1,Ten,PDIS4----------,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing|PronType=Dem,3,obj,4,,PDT,
583,"# text = M?žeme stav?t podle projektu, který dostaneme od investora a ten p?edáme na stavební ú?ad.""",i,,,,11,ten,PDIS4----------,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing|PronType=Dem,12,obj,4,,PDT,
584,"# text = ""Ty dodržujeme.",i,,,,2,Ty,PDIP4----------,Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur|PronType=Dem,3,obj,4,,PDT,
585,# text = Ti m? dostali.,a,,,,1,Ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,3,nsubj,1,,PDT,
586,"# text = Ten by m?l vym??it pokutu za ""?ernou"" stavbu, kterou by teoreticky m?lo být možné vymáhat na bývalém ?editeli.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
587,"# text = Ta m?la pro p?ímý výkon p?es 20 policist?, v?etn? lepšího technického vybavení.",,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
588,"# text = Bude na n? hrát i s Connorsem, ovšem na ty singlové.""",,,,,11,ty,PDFP4----------,Case=Acc|Gender=Fem|Number=Plur|PronType=Dem,9,orphan,4,,PDT,
589,# text = Ty by se m?ly zabývat p?edevším dohodou o budoucím soužití ?eské a Slovenské republiky.,,,,,1,Ty,PDFP1----------,Case=Nom|Gender=Fem|Number=Plur|PronType=Dem,4,nsubj,1,,PDT,
590,"# text = Ale to víte, rady ?echa, navíc ?echa, který tolik bojoval za existenci federace, ty jsou dnes na Slovensku a priori podez?elé.""",,,,,18,ty,PDFP1----------,Case=Nom|Gender=Fem|Number=Plur|PronType=Dem,25,discourse,1,,PDT,
591,"# text = M?žete se zeptat Izraelc?, ti to v?dí,"" dodal F. Šará.",a,,,,6,ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,8,nsubj,1,,PDT,
592,# text = Ti odebrali p?ibližn? dvacet procent prodaných voz?.,a,,,,1,Ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,2,nsubj,1,,PDT,
593,# text = Ten p?edpokládá automatickou p?eregistraci podnikatelského oprávn?ní na živnost.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
594,"# text = Ta má dnes pom?r mezi ?R a SR u muž? 5:3, u žen a juniorek 6:2, u junior? 4:4.",,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
595,"# text = Ta reagovala odpov?dí, že má zakázáno mi vydat letenku.",,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
596,# text = Ten loni prod?lal podle skromných odhad? 4.5 miliónu dolar? a letos má být minusová ?ástka o 1.5 miliónu vyšší.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
597,"# text = A ty byly ve v?tší mí?e soust?ed?ny v pohrani?ních oblastech ?eských zemí, obydlených v p?evážné mí?e práv? sudetskými N?mci.",,,,,2,ty,PDFP1----------,Case=Nom|Gender=Fem|Number=Plur|PronType=Dem,7,nsubj,1,,PDT,
598,# text = Ten má samoz?ejm? své p?í?iny.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
599,# text = Toho zná každý - od Afriky až po ?ínu.,a,,,,1,Toho,PDMS4----------,Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing|PronType=Dem,2,obj,4,,PDT,
600,"# text = Ten upravuje povinnosti osob, které jsou nositeli p?edevším vojenských a hospodá?ských informací.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
601,"# text = Menší d?raz se klade na zdravotní hodnotu potravin, i když i tu berou do úvahy t?i ?tvrtiny zákazník?.",,,,,13,tu,PDFS4----------,Case=Acc|Gender=Fem|Number=Sing|PronType=Dem,14,obj,4,,PDT,
602,# text = Ten spot?ebuje rákos ke svému r?stu.,i,,,,1,Ten,PDIS4----------,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing|PronType=Dem,2,obj,4,,PDT,
603,"# text = Ti totiž na stanovišti porušují dopravní p?edpisy a parkují kolmo k chodníku i p?es to, že byli n?kolikrát napomenuti.",a,,,,1,Ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,5,nsubj,1,,PDT,
604,# text = Ten m?j mi te? vym??uje všechny amalgamové plomby za bílé.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,5,nsubj,1,,PDT,
605,"# text = Ten žije v USA, ale te? bude t?i m?síce v ?echách.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
606,"# text = Na otázku, zda dívka Andrejka, jak jí Zm?lík ?íká, je také ?lenkou týmu, desetiboja? odpov?d?l: ""Ta spíš pat?í do rodiny.",,,,,22,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,24,nsubj,1,,PDT,
607,"# text = Hilgert cht?l pro další závod dovážit kajak olov?ným plechem, ale ten nebyl k mání.",,,,,12,ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,13,nsubj,1,,PDT,
608,# text = Takže ti nakonec za všechno mohou.,a,,,,2,ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,6,nsubj,1,,PDT,
609,"# text = Po hodin? Karel H. zatelefonoval svým koleg?m do studia, ti okamžit? p?ijeli, odzbrojili ho a zavolali policii.",a,,,,12,ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,14,nsubj,1,,PDT,
610,"# text = Ti by pomohli uskute?nit rezoluci Rady bezpe?nosti ?. 836, podle níž má být pro muslimské civilisty v Bosn? vytvo?eno šest úto?iš?, chrán?ných p?íslušníky mírových sbor? OSN.",a,,,,1,Ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,3,nsubj,1,,PDT,
611,"# text = Sice op?t poklesl prodej klasických desek (o 19.5 %), takže nyní na n? zbývají pouhá 4 % trhu, a to jen díky pozici v ?ín? a Jižní Koreji, ovšem vyvažuje jej nár?st prodeje kompaktních disk? o 18 %: ty se podílejí na trhu 36.4 %.",i,,,,45,ty,PDIP1----------,Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,47,nsubj,1,,PDT,
612,"# text = V p?edchozích letech totiž nebyl v p?ehledu uvád?n obrat v Rusku, i když ten je z?ejm? jen p?ibližný - udává se pouze po?et kazet, jichž se však v Rusku prodalo sto milion?, což je desetina celého uvád?ného po?tu!",,,,,15,ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,19,nsubj,1,,PDT,
613,"# text = Ta druhá, novela Sedm dní, mu vyšla v exilovém Indexu a po listopadu 1989 též v Evropském kulturním klubu - nyní zde Hofman uve?ejnil svou t?etí knížku VÍRY ŽIVÉ VODY, vypráv?jící o pitoreskních osudech jednoho ?eského vedoucího pracovníka b?hem jeho odborné stáže ve Francii.",,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,9,dep,1,,PDT,
614,# text = Ten dokonce poprvé vytáhl do boje i se ?ty?mi speciáln? upravenými mechanickými vozy VW LT55 s turbomotory.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,4,nsubj,1,,PDT,
615,# text = Ta vyústila v podpis mezivládní dohody (v prosinci minulého roku) s ruskou stranou o možnosti transportovat vojenskou techniku p?es území ?R.,,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
616,"# text = Ta má údajn? ?init 19 procent a slovenští pivovarníci cht?jí po jejím zavedení okamžit? zvýšit cenu svých piv o 25 procent, což by srovnalo podmínky.",,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
617,"# text = ?ekl, že ve stejném duchu p?edal svaz p?ipomínky parlamentu, ale ten na to v?bec nebral z?etel.",,,,,13,ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,17,nsubj,1,,PDT,
618,"# text = Ty stojí na hranici jen n?kolik minut, b?hem kterých cizinecká policie nebude schopna ud?lat p?ípadnou kontrolu osob.",i,,,,1,Ty,PDIP1----------,Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,2,nsubj,1,,PDT,
619,"# text = V demokraciích, které jsou mnohem starší než ta naše, je d?v?ryhodnost alfou a omegou každého, kdo se o politický ú?ad uchází.",,,,,9,ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,7,advcl,1,,PDT,
620,"# text = Ti zde získají zví?e za symbolickou cenu, která odpovídá náklad?m na pobyt a karanténu.",a,,,,1,Ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,3,nsubj,1,,PDT,
621,# text = Ti sv?j úkol nakonec zvládli.,a,,,,1,Ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,5,nsubj,1,,PDT,
622,"# text = Ta podléhá velení strategických sil Svazu nezávislých stát?, a proto v tuto chvíli nelze Ukrajinu pokládat za jadernou mocnost.",,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
623,"# text = Mám Vesmír velmi rád, ?tu v n?m skoro všechno, je to pro mne jakási obdoba Scientific American a ten si na celkové úrovni ?asopisu dává velmi záležet.",,,,,21,ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,27,nsubj,1,,PDT,
624,# text = b) V rodové spole?nosti má každá pokrevn? p?íbuzenská skupina totem a ten má zví?ecí anebo rostlinnou podobu.,,,,,13,ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,14,nsubj,1,,PDT,
625,# text = Proto byly vysloveny zákazy pojídání ur?itých zví?at a rostlin a ty byly b?hem ?asu podpo?eny náboženskými zákazy.,i,,,,11,ty,PDIP1----------,Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,15,nsubj:pass,1,,PDT,
626,"# text = Ta má omezit pohyb vody, má mít dobré sorp?ní vlastnosti, chemismus šetrný k um?lým bariérám, má být dostate?n? jednoduchá, aby ji bylo možno spolehliv? popsat i monitorovat, atp.",,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,2,dep,1,,PDT,
627,"# text = Ty jsou získávány p?edevším laboratorním m??ením sm?rovaným k poznání princip? d?j?, jež v úložišti a jeho okolí mohou nastat.",i,,,,1,Ty,PDIP1----------,Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,3,dep,1,,PDT,
628,# text = Ty již mají vlastní význam nebo gramatickou funkci.,i,,,,1,Ty,PDIP1----------,Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,3,nsubj,1,,PDT,
629,"# text = Ten jsme však schopni využít, jen pokud ovládáme daný jazyk.",i,,,,1,Ten,PDIS4----------,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing|PronType=Dem,5,obj,4,,PDT,
630,"# text = Ten odpovídá za provád?ní všeobecné politiky, tak jak ji doporu?uje Rada;",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
631,"# text = Ty jsou na Saha?e zvyklé na horko, ale p?i 45 oC i ony ""odpadají"" a zalézají do stínu.",,,,,1,Ty,PDFP1----------,Case=Nom|Gender=Fem|Number=Plur|PronType=Dem,5,nsubj,1,,PDT,
632,# text = Ten je schopen vzlétnout s nákladem 250 - 270 tun.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
633,"# text = Na míst? by také byla preventivní i lé?ebná vakcinace, na tu však vzhledem k podmínkám není velká nad?je.",,,,,12,tu,PDFS4----------,Case=Acc|Gender=Fem|Number=Sing|PronType=Dem,17,dep,4,,PDT,
634,"# text = V ""Orkneyské sáze"" je kapitola nazvaná ""Otrávené zuby"" a ta popisuje st?etnutí mezi Sigurdem Mocným, prvým hrab?tem Orkneyským, a Maelbrigtem, hrab?tem Skot?.",,,,,14,ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,15,nsubj,1,,PDT,
635,"# text = RNDr. V. Vilím p?edkládá názory a doporu?ení pro ud?lování grant?, se kterými lze beze zbytku souhlasit, ale také názory, se kterými nesouhlasím, a ty m? p?im?ly k reakci.",i,,,,30,ty,PDIP1----------,Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,32,nsubj,1,,PDT,
636,"# text = Ta p?edpokládá odšt?pení ?lov?ka od jeho živo?išných p?edk?, afrických lidoop?, p?ed asi 4 - 6 milióny let.",,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
637,# text = Pro velký rozsah údaj? není v silách po?íta?? sestrojit všechny možné vývojové stromy a vybrat ten s nejmenším po?tem v?tvení (n?kte?í však zpochyb?ují i tento princip maximální úspornosti).,i,,,,16,ten,PDIS4----------,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing|PronType=Dem,15,obj,4,,PDT,
638,"# text = Po?íta? si v každém kroku zapamatuje pouze omezený po?et ""dosud"" nejúsporn?jších strom? a ty použije v kroku následujícím.",i,,,,16,ty,PDIP4----------,Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur|PronType=Dem,17,obj,4,,PDT,
639,"# text = Ty spl?ují minimáln? dv? podmínky: závisí citliv? na po?áte?ních podmínkách (malou zm?nou stávajícího stavu dostaneme zcela jiný následující pr?b?h procesu) a jejich stavová trajektorie konverguje ve stavovém prostoru k limitní množin? (tzv. atraktoru), která je pouze podmnožinou stavového prostoru a která m?že mít navíc fraktální (jakoby rozt?íšt?ný) charakter (po jistém p?echodném období se proces ustálí ve stacionárním režimu, který sice m?že mít stále velmi složitý pr?b?h, ale vy?erpává jen zanedbateln? malou ?ást všech p?edstavitelných pr?b?h? procesu).",i,,,,1,Ty,PDIP1----------,Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,2,nsubj,1,,PDT,
640,"# text = Víme, že neurony mozkové k?ry jsou funk?n? a prostorov? sdruženy do vertikálních struktur zvaných sloupce a ty pak do oblastí specializovaných na ur?ité úkoly.",,,,,18,ty,PDFP1----------,Case=Nom|Gender=Fem|Number=Plur|PronType=Dem,11,conj,1,,PDT,
641,# text = Ten je obvykle formulován ve form? rovnic popisujících ?asové zm?ny veli?in charakterizujících daný signál.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,4,nsubj,1,,PDT,
642,"# text = Ta vede k formální analýze EEG založené na studiu jeho frekven?ního složení - místo pr?b?hu signálu samotného studujeme, s jakou intenzitou jsou v signálu zastoupeny periodické komponenty o r?zných frekvencích.",,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
643,"# text = Ten nabývá hodnoty nula pro konstantní proces (tj. proces, kdy se v?bec nic nem?ní), který m?žeme považovat za absolutn? determinovaný, a tedy v tomto smyslu za ""jednoduchý"".",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
644,"# text = Králové i vezí?i postupn? uvol?ovali místo novým vládc?m a ty, pokud byli voleni, zajímalo p?inejmenším, zda budou p?íšt? zvoleni zas.",a,,,,10,ty,PDMP4----------,Animacy=Anim|Case=Acc|Gender=Masc|Number=Plur|PronType=Dem,16,obj,4,,PDT,
645,"# text = Ty zesílí efekt rozpadlého atomu natolik, že vlnové funkce obsahující rozpadlý a nerozpadlý atom budou velmi ""rozdílné"", nebudou navzájem interferovat.",,,,,1,Ty,PDFP1----------,Case=Nom|Gender=Fem|Number=Plur|PronType=Dem,2,nsubj,1,,PDT,
646,# text = Disociace p?sobí na citové reakce asi tak jako acylpirin na hore?ku (ta je také p?irozenou reakcí t?la a také nás m?že poškodit).,,,,,13,ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,17,nsubj,1,,PDT,
647,# text = Ta paranoiu chápe jako d?sledek d?tské emocionality a vadného vztahu k realit?.,,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
648,"# text = Jde o nebezpe?ný proces, který by mohl rychle vést ke ztrát? sotva vydobyté myšlenkové svobody a ta by se pak musela znovu velmi dlouho a pracn? získávat zp?t.",,,,,18,ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,22,nsubj:pass,1,,PDT,
649,"# text = Ty však v lo?ském roce nezasáhla ?innost lidská, ale neobvykle špatné po?así (viz aktualitu na str. 707).",a,,,,1,Ty,PDMP4----------,Animacy=Anim|Case=Acc|Gender=Masc|Number=Plur|PronType=Dem,6,obj,4,,PDT,
650,"# text = N?které jejich postupy, chápány jako metafora nebo model, mohou být užite?né i v konstrukci v?deckých hypotéz - ta ostatn? není možná bez fantazie, jejíž zdroje mohou být jakékoli.",,,,,20,ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,23,nsubj,1,,PDT,
651,"# text = Ty bychom objevili i v pokusu s kohoutkem, kdybychom vhodným zp?sobem registrovali v?tší po?et kapek.",,,,,1,Ty,PDFP4----------,Case=Acc|Gender=Fem|Number=Plur|PronType=Dem,3,obj,4,,PDT,
652,# text = Našt?stí je to mnohem v?tší objekt než ten v Orionu.,,,,,8,ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,5,advcl,1,,PDT,
653,# text = Samoz?ejm? tím spíše siln? p?sobí na atomy ve hv?zdných atmosférách samých: ty roztla?í do velmi rychlého proud?ní ven od hv?zdy.,i,,,,13,ty,PDIP4----------,Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur|PronType=Dem,14,obj,4,,PDT,
654,# text = Ten pak mechanickými nárazy pomáhá odtla?ovat okolní plyn a prach.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,5,nsubj,1,,PDT,
655,"# text = Ty se ve vod? stanou ko?istí buchanek, v nichž se usídlí, poporostou a ?ekají až jejich nové hostitele n?kdo s vodou vypije.",,,,,1,Ty,PDFP1----------,Case=Nom|Gender=Fem|Number=Plur|PronType=Dem,5,nsubj,1,,PDT,
656,"# text = Ti si totiž stále myslí to, co si mysleli již dávno jejich p?edkové.",a,,,,1,Ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,5,nsubj,1,,PDT,
657,# text = Ty se pak fotografovaly a pomocí d?myslných za?ízení prom??ovaly a analyzovaly pomocí samo?inných po?íta??.,,,,,1,Ty,PDFP1----------,Case=Nom|Gender=Fem|Number=Plur|PronType=Dem,4,nsubj:pass,1,,PDT,
